2 workers

5000,436308
5000,429432
5000,439235
2500,137335
2500,136711
2500,136452
1000,94361
1000,109636
1000,105049
500,34392
500,34846
500,31378
100,4441
100,4466
100,4468
50,2194
50,2254
50,2280



1 worker
5000,607493
5000,698151
5000,694751
2500,187784
2500,189034
2500,190573
1000,117003
1000,116665
1000,116772
500,57721
500,57737
500,57782
100,7626
100,11450
100,11549
50,5737
50,5690


2 workers




